雖然,8533,7391
目標,8533,5941
開發,8471,4822
資金,8457,4684
說明,8450,6330
規定,8442,5189
年來,8435,6945
舉辦,8404,6237
員工,8382,3503
年月日,8373,6268
法人,8334,4773
期間,8315,6399
選人,8314,4862
資料,8302,5309
都是,8289,6961
事件,8269,5175
的是,8258,7101
他說,8223,6488
大家,8164,5496
聯合,8124,4838
提升,8117,6065
平均,8117,4587
內容,8116,6295
金額,8115,4843
另外,8109,7345
討論,8109,5568
至度月日多雲,8090,142
申請,8062,3926
一步,8059,6785
還有,8056,6804
最後,8037,6354
此外,8025,7339
民主,8009,4502
減少,7997,5240
人民幣,7988,2862
中浪,7958,667
民幣,7958,2853
主席,7952,4571
預估,7930,5229
日前,7920,6717
夏普,7913,940
建議,7867,5439
經營,7859,4656
這次,7855,5979
蘋果,7853,2499
觀光,7840,2881
非常,7832,5882
生活,7827,5006
至於,7821,6791
新聞,7821,5570
雲局,7817,647
多雲局部,7816,646
獲得,7814,6005
出席,7809,5536
雨至,7793,156
所有,7786,6236
生產,7758,4395
參加,7749,5297
資訊,7742,5084
雲局部,7726,637
雨區,7723,543
大的,7722,6512
成交,7705,3937
東北,7669,1862
多雲局,7666,630
人士,7655,5273
香港,7653,2974
商品,7642,3661
開放,7635,4402
浪多,7602,531
雷雨區,7600,465
整體,7596,5762
度月日多,7580,134
億美元,7551,3741
桃園,7500,3367
有人,7496,5579
發言,7488,5745
消費者,7476,4014
地方,7473,4976
雨至度,7472,131
電視,7455,3666
歷史,7432,4785
可望,7430,5076
政部,7418,3503
氣象,7399,3686
個人,7388,5239
國防,7383,2794
不能,7383,5430
雙方,7356,4548
雷雨區陣風級,7344,378
解決,7332,4905
股市,7324,3897
發表,7317,5481
黨團,7287,2221
相當,7284,6186
當地,7268,5040
歐洲,7238,3810
亞洲,7235,4058
了解,7215,5708
還是,7208,5763
情況,7184,5912
雨區陣風級,7175,365
旅客,7146,2735
成立,7144,4914
區陣,7142,397
雨區陣風,7106,361
區陣風級,7106,361
也有,7090,6205
小浪,7083,587
投資人,7078,3723
區陣風,7056,357
時分,7046,5162
很多,7036,5300
甚至,7035,6015
改革,7026,2944
規劃,7025,4852
上漲,7025,3850
機場,7010,2529
新高,7004,3910
團隊,6993,4178
雨區陣,6993,350
規模,6967,4933
多雲短暫,6957,478
浪多雲局,6948,634
正式,6945,5555
發布,6937,5832
是一,6919,5671
局部陣雨,6915,551
政院,6913,3303
官員,6898,4340
為了,6897,5778
台南,6891,3042
中華民,6874,3433
第二,6872,5320
單位,6864,4948
部陣雨,6856,541
局部陣,6855,540
金管,6839,2314
大浪,6838,611
委會,6837,3182
國人,6828,4487
林全,6819,2127
小時,6818,4572
管會,6814,2301
穩定,6812,5007
部陣,6810,531
繼續,6802,5506
人的,6799,5522
多雲短,6799,470
雲短暫,6799,470
公開,6797,4357
議題,6788,4631
擔任,6787,4702
浪高,6779,294
機構,6768,4535
召開,6765,5200
的一,6763,5818
雲短,6754,465
時多,6753,1228
中華民國,6749,3370
旅遊,6743,2837
轉至,6738,816
來的,6723,5807
統計,6716,5100
華民,6715,3381
台中,6695,2977
雨至度月,6689,136
浪多雲局部,6657,599
短暫陣雨,6655,615
製造,6650,3719
帶動,6649,4953
競爭,6638,4484
華民國,6636,3332
平台,6626,3685
明年,6623,3877
學校,6607,3191
風險,6595,4002
選舉,6595,3122
調整,6592,4379
金管會,6585,2149
全國,6573,4468
日偏,6569,667
分別,6553,5490
進一,6541,5693
業績,6540,3415
短暫陣,6532,608
暫陣雨,6532,608
幣億,6516,4918
國會,6508,3176
選擇,6495,4751
時多雲,6480,967
的國,6475,5208
股東,6475,2957
也不,6468,5594
什麼,6458,4599
一定,6457,5053
暫陣,6453,600
狀況,6451,5110
合併,6445,3086
工業,6444,3660
出貨,6419,2526
總經,6418,4675
時代,6416,3837
者會,6401,5086
進一步,6375,5550
風至陣風,6347,574
每股,6341,3283
供應,6332,3731
長期,6332,4959
級以,6328,789
台北市,6328,3723
應用,6323,3337
有一,6314,5364
萬人,6278,3604
總經理,6277,4570
雷雨區陣,6273,278
南韓,6264,2142
國的,6243,4682
同期,6236,3347
事業,6229,3537
如何,6227,4925
南海,6208,1674
邀請,6205,4452
黨立,6181,3749
擴大,6162,4698
年增,6162,3472
記者會,6152,4877
準備,6133,4788
午時,6131,4192
數據,6120,3960
上的,6105,5298
不要,6089,4416
天表,6085,5900
取得,6083,4397
嚴重,6071,4680
導致,6070,5037
一次,6062,4842
現場,6058,4350
在年,6041,5008
當時,6041,4633
協會,6039,3544
今年月,6037,5045
任何,6031,4760
下跌,6025,3332
天表示,6025,5840
只要,6019,4846
之後,6016,5238
前往,5992,4510
市長,5974,3501
幣億元,5963,4508
年同,5961,3264
財政,5956,2736
將在,5930,5134
風至陣,5914,550
勞工,5904,2092
醫療,5904,2633
成功,5899,4488
努力,5896,4539
勞動,5893,2186
多雲時,5891,929
團體,5873,3468
能力,5873,4290
警方,5863,2573
上市,5855,3509
工程,5851,2938
保險,5841,1868
面板,5837,1419
的新,5827,4973
億美,5823,2866
有關,5801,4790
雨日,5797,780
專業,5783,3838
面對,5772,4627
廠商,5764,3302
颱風,5761,1928
健康,5743,3278
今天表示,5739,5613
東南,5734,2690
會有,5729,4902
灣的,5729,4164
主管,5728,3998
來自,5724,4663
呼籲,5722,4431
出的,5709,5005
副總,5700,3909
央行,5687,2373
注意,5684,4036
這樣,5677,4524
方案,5674,3443
交流,5672,3184
有機,5655,4330
海外,5640,3156
溝通,5635,3409
業的,5622,4367
外交部,5600,2433
多雲局部陣雨,5596,524
地震,5569,2011
年同期,5566,3040
年度,5565,3682
觀察,5563,4376
臉書,5553,3345
台灣的,5553,4055
人數,5550,3464
回應,5543,4321
近年,5528,4655
長林,5525,4658
歐盟,5521,1614
級以下,5520,502
協商,5519,2686
來台,5516,3135
標準,5516,3537
發言人,5505,4507
多雲局部陣,5496,497
新政,5493,3203
只有,5481,4595
研發,5480,3082
雨至度月日多,5477,142
太平,5476,2024
攻擊,5470,2524
一起,5470,4249
要的,5455,4643
基本,5453,3818
措施,5444,3839
這項,5442,4101
自由,5419,3312
最新,5413,4615
領域,5410,3731
雲局部陣,5408,481
貿易,5403,2613
當選,5396,3498
結合,5396,3694
紐約,5379,2759
新的,5378,4301
近期,5373,4360
氣象局,5371,3198
連續,5359,4167
作為,5357,4501
提高,5357,4146
出口,5353,2371
城市,5347,2732
之一,5346,4699
象局,5341,3171
爭議,5339,3521
華航,5339,1143
年底,5314,3950
北京,5311,2610
年前,5303,4311
日圓,5302,1757
資源,5293,3631
聲明,5290,3267
的大,5285,4628
大幅,5281,4392
北韓,5270,914
為主,5269,4391
所以,5254,4362
策略,5251,3801
好的,5250,4298
和平,5239,2533
共識,5239,2875
台幣億,5239,4409
空間,5238,3833
年輕,5236,3052
只是,5233,4463
汽車,5231,2358
傳統,5225,3691
天在,5223,4898
引發,5222,4495
陣風級浪,5215,256
風級浪高,5215,256
法國,5212,2281
有的,5199,4349
外界,5199,4177
證券,5189,2538
資產,5177,2835
遊戲,5162,1719
改善,5151,3604
吸引,5142,4110
候選人,5138,2742
網站,5133,3794
年第,5131,3401
北風至,5126,531
挑戰,5124,3723
是在,5118,4558
風級浪,5116,252
南風,5111,801
或雷,5105,344
雲局部陣雨,5100,442
元的,5091,4133
力量,5089,2965
浪多雲局部陣,5079,502
明顯,5075,4172
蔡總統,5074,1770
價值,5070,3564
新台幣億,5070,4282
也會,5069,4424
階段,5067,3660
關注,5067,4272
運動,5066,2616
區域,5064,3391
於月,5064,4239
經濟部,5063,2605
議員,5058,2546
在月,5053,4255
新政府,5041,2924
看到,5038,4028
國國,5035,3990
濟部,5030,2591
會的,5029,4156
日起,5028,3814
短暫雨,5027,411
蔡總,5023,1753
明天,5009,3218
候選,5009,2705
會主,4997,3885
責任,4995,3353
過程,4992,3989
成本,4990,3407
去年月,4989,3965
利用,4984,3909
達到,4971,4128
將於,4967,4265
的時,4966,4123
設備,4963,2880
行的,4958,4254
一年,4954,3849
才能,4949,4196
浪轉,4948,656
司法,4940,2247
女性,4935,2024
至雷雨區陣風,4935,358
希拉蕊,4931,1210
有效,4924,4239
每年,4913,3848
加入,4910,3507
意見,4908,3594
面臨,4895,4025
社報導,4891,4361
拉蕊,4889,1205
因應,4886,3965
股票,4883,2478
負責,4880,3861
不僅,4867,4315
事會,4863,3045
營業,4858,2616
社報,4856,4334
至月,4852,3854
的政,4840,3734
功能,4830,3067
受訪,4825,3784
費者,4823,2667
機關,4814,3089
支付,4808,1729
實施,4805,3173
不少,4804,4034
全台,4795,3335
中的,4793,4210
修正,4790,2911
藝術,4785,1677
都有,4780,4304
趨勢,4775,3639
漲幅,4774,2713
也將,4768,4193
去年同,4763,2711
人才,4762,2410
言人,4761,3905
至雷雨區陣,4761,347
風級以下,4758,512
擁有,4757,3923
部陣雨或雷雨,4756,380
局部陣雨或雷,4755,379
黨立委,4753,3061
投票,4751,2002
雷雨區陣風,4751,206
越南,4750,1407
基金會,4745,2399
南部,4744,2596
的台,4741,3884
旗下,4737,3654
醫院,4737,2239
菲律賓,4736,1856
抗議,4729,2408
他的,4728,3559
的機,4719,3923
壓力,4715,3441
脫歐,4715,1624
至雷雨區,4714,341
部陣雨或雷,4714,374
基礎,4712,3532
經驗,4710,3604
收購,4698,1598
知道,4683,3709
全面,4676,3611
新台幣億元,4676,3952
不斷,4663,3905
月底,4663,3539
高達,4656,3853
局部陣雨或,4654,367
改變,4653,3584
印尼,4644,1298
的經,4642,3802
至雷雨,4638,333
食品,4632,1923
油價,4627,1893
紀錄,4624,3140
菲律,4619,1803
關鍵,4618,3526
天氣,4618,2415
律賓,4617,1803
雨至度月日,4616,90
部陣雨或,4614,364
去年同期,4613,2627
至雷,4607,331
暫雨,4605,396
確定,4604,3738
加強,4602,3483
保護,4601,3158
的重,4600,4047
能源,4594,2111
台積電,4593,1713
作業,4589,3000
是台,4586,3764
同意,4585,3207
協議,4580,2441
國防部,4573,1788
風級以,4571,475
積電,4556,1698
對此,4552,4130
電信,4552,1696
於年,4550,3755
消息,4544,3490
行為,4542,3149
場的,4535,3823
至少,4532,3638
整合,4524,2958
的事,4520,3720
表達,4519,3489
交部,4519,1996
大會,4518,2689
北部,4508,2080
隨著,4500,3930
一直,4495,3883
昨日,4492,3339
教育部,4489,1675
電腦,4485,2537
海面,4483,1139
月日多,4481,70
第三,4480,3426
重大,4479,3527
會今,4475,3992
家庭,4466,2629
辦理,4463,3049
直接,4451,3602
大選,4450,2749
較去年,4450,2646
育部,4442,1661
樣的,4429,3680
符合,4428,3568
原因,4411,3682
建立,4402,3412
馬英九,4402,2048
元年,4400,2841
尤其,4389,3953
投入,4386,3326
比較,4381,3421
優惠,4379,2136
新加坡,4367,2044
主委,4365,2787
專家,4364,3105
法律,4364,2859
有機會,4363,3584
展開,4356,3667
兆豐,4352,985
達成,4349,3442
日在,4348,3966
稅後,4342,2029
英九,4342,1979
程序,4332,2993
馬英,4329,1985
北風至陣風級,4326,449
對台,4320,3134
下半年,4318,2587
相對,4317,3474
中央社,4315,4045
機制,4308,2878
一般,4300,3521
陸續,4295,3745
的成,4295,3659
至今,4292,3804
新北,4289,2400
原本,4289,3698
的民,4288,3455
不到,4287,3632
北風至陣風,4275,439
月營,4274,2012
辦公,4273,2884
數位,4272,1950
轉型,4271,2371
縣市,4266,2230
但是,4263,3569
較去,4263,2503
加坡,4262,1983
央社,4255,3985
說這,4251,3842
制度,4248,2625
權益,4237,2927
為台,4235,3582
多雲短暫陣雨,4233,305
總統府,4225,2239
各地,4216,3158
工會,4207,1230
的方,4204,3618
通部,4199,2034
們的,4188,3274
轉至陣風級,4188,548
再度,4173,3562
景氣,4172,2390
因素,4172,3399
執政,4170,2578
來看,4169,3524
現金,4165,2293
政黨,4159,2452
日時,4156,1978
統府,4149,2186
降低,4148,3359
另一,4140,3759
達電,4137,1152
交通部,4136,1996
市政,4131,2866
能夠,4122,3341
國總,4122,3088
市府,4122,1643
的主,4119,3642
之間,4111,3088
完全,4109,3337
的問,4106,3347
實際,4106,3572
三星,4089,1204
晚間,4088,3292
建設,4087,2558
東北風,4087,709
上半,4083,2356
雲短暫陣雨,4081,285
德國,4079,2111
反對,4068,2638
月營收,4067,1907
太陽,4057,1519
體驗,4057,2277
主任,4056,3218
配合,4054,3334
天下,4047,3482
公告,4046,2916
雲短暫陣,4046,281
避免,4041,3324
朋友,4036,2602
預算,4030,1929
期待,4027,3206
一度,4025,3224
多元,4016,3006
則是,4003,3520
結束,3996,3365
提醒,3990,3213
建築,3989,1791
在國,3985,3461
退休,3981,1548
財政部,3981,1730
生技,3980,1434
多雲時陰,3979,726
短暫陣雨或雷,3979,320
暫陣雨或雷雨,3978,319
在台灣,3975,3159
為億,3974,2483
不可,3973,3298
的地,3971,3266
質疑,3966,2921
審查,3965,2236
的問題,3964,3229
預報,3959,2073
聯盟,3959,2407
評估,3959,2801
公里,3957,2294
土地,3952,1958
長榮,3951,826
商機,3951,2562
訪問,3947,2810
多雲短暫陣,3946,263
內政,3941,2051
匯率,3941,1945
附近,3935,3230
月日多雲短暫,3933,142
正在,3924,3401
布局,3923,2693
來到,3923,2821
也可,3919,3502
帶來,3913,3306
考量,3912,3199
保障,3911,2474
年第季,3904,2453
會在,3901,3508
今天在,3900,3706
啟動,3898,3002
重新,3897,3059
鼓勵,3896,2944
的資,3896,3210
品質,3895,2653
天上,3894,3448
經過,3894,3486
雲局部陣雨或,3894,368
領導,3889,2803
上半年,3888,2212
首度,3887,3211
北風至陣,3887,412
呈現,3886,3183
多數,3886,3206
立場,3886,2720
之前,3883,3501
多人,3870,3294
秘書,3865,2676
一樣,3861,3292
都會,3860,3331
一名,3858,2947
環保,3849,1883
暫陣雨或雷,3847,292
半導體,3841,1671
合併營收,3835,2075
方向,3829,3084
南亞,3828,1846
是不,3819,3251
雲時陰,3819,701
日東北,3810,556
併營收,3809,2067
打造,3805,2780
暫陣雨或,3804,290
生的,3802,3202
此次,3793,3029
日月,3789,1076
網友,3787,1662
模式,3786,2702
泰國,3781,1237
合國,3780,2050
例如,3774,3248
我國,3771,2032
上海,3763,1800
行長,3761,2944
月日多雲短,3759,138
會上,3758,3312
時陰,3756,686
商業,3752,2627
歐巴馬,3752,1281
衛生,3751,2085
包含,3748,3266
晴時多雲,3748,561
學習,3746,2151
年以,3742,3074
的情,3741,3303
原則,3728,2586
最低,3720,2762
部門,3712,2681
下半,3710,2179
轉至陣,3710,500
盤中,3706,2277
衝擊,3704,2898
歐巴,3702,1268
購買,3698,2586
是要,3690,3153
事務,3689,2644
教授,3689,2411
產能,3688,1857
導體,3688,1608
希拉,3687,960
訂單,3684,2050
台幣億元,3684,3110
今天表,3683,3612
表示這,3678,3456
半導,3677,1595
開盤,3668,2278
自己的,3665,3032
貨幣,3664,1934
下滑,3661,2492
級陣風級以下,3658,480
黨產,3646,785
期貨,3643,1442
展望,3643,2776
日多雲短,3640,134
兌美元,3638,1729
成的,3633,3175
晴時多,3633,529
新加,3628,1730
爭取,3622,2782
仲裁,3620,918
死亡,3618,2250
就業,3615,1935
升息,3613,1620
傳出,3611,2997
尊重,3603,2531
兌美,3602,1712
累計,3597,2686
在美,3591,2867
研院,3591,1025
公共,3589,2311
主張,3583,2405
科學,3580,2014
跌幅,3580,2054
族群,3580,2355
決議,3580,2353
花蓮,3578,1850
的中,3577,3104
金控,3576,1450
分鐘,3575,2447
首次,3571,3007
在這,3570,3165
青年,3569,1597
台電,3569,940
國總統,3569,2699
就會,3568,3027
孩子,3563,1481
共和,3560,1870
新北市,3557,2157
利益,3555,2389
提到,3555,2885
通訊,3555,2467
並不,3554,3168
這種,3553,2887
短暫陣雨或,3547,265
晴時,3545,514
採取,3540,2916
官方,3539,2604
新竹,3536,1855
家的,3531,3013
灣人,3530,2160
水準,3525,2797
成員,3523,2580
創造,3521,2814
縣多雲,3521,398
仍有,3518,3107
的不,3514,3136
示台,3514,3097
資本,3511,2193
偏南,3510,573
清楚,3504,2817
風至,3504,336
定的,3502,3076
聯網,3501,1531
系列,3496,2338
已有,3495,3209
富邦,3495,1163
重要的,3492,3060
一些,3489,2907
在中,3482,2933
董事會,3481,1970
台灣人,3465,2119
局長,3464,2429
市政府,3463,2463
在日,3460,2932
長的,3460,3074
的最,3454,3128
左右,3453,3026
後續,3453,2778
雲時,3451,565
宏達電,3443,882
己的,3441,2841
用戶,3439,1493
純益,3438,1423
的行,3435,2958
裝置,3434,2021
恢復,3433,2424
訊息,3427,2602
會今天,3424,3079
者中,3422,3358
統一,3422,1612
陣風級以下,3422,465
臺灣,3421,1040
條例,3416,1569
態度,3414,2754
的公,3413,2824
進口,3412,1631
告訴,3407,2818
受惠,3407,2606
後的,3406,3046
看好,3405,2571
金會,3405,1721
在大,3404,2788
安排,3403,2590
執行長,3402,2687
國政,3397,2352
意外,3392,2328
度月日多雲短,3390,141
收億,3389,2092
洪秀柱,3384,878
理事,3380,2446
興航,3380,581
國外,3377,2594
即將,3375,3084
多年,3374,2979
中央氣象,3369,2974
擔心,3367,2829
透露,3358,2881
相信,3356,2804
雄市,3354,2082
秀柱,3353,867
洪秀,3348,872
收盤,3346,2319
高雄市,3346,2075
的關,3343,2900
而且,3341,2933
出來,3338,2704
晴天,3334,263
馬總統,3331,1152
中央氣,3331,2936
中央氣象局,3330,2952
歡迎,3326,2594
訓練,3323,1835
營收億,3321,2037
對外,3318,2703
公投,3315,1403
條件,3308,2489
辦公室,3308,2274
公尺小浪,3306,230
最近,3303,2929
太平島,3302,661
間的,3301,2960
人口,3299,1915
人事,3299,1907
信心,3294,2447
浪至,3292,598
央氣象局,3289,2912
在地,3282,2520
快速,3281,2651
漲點,3276,1350
央氣象,3276,2885
會中,3274,2762
馬總,3272,1139
批評,3270,2569
晶片,3270,1327
公室,3269,2255
來說,3267,2846
元大,3267,1918
收入,3267,1809
費用,3263,2074
損失,3262,1868
具有,3258,2835
示今,3256,2980
中獎,3255,779
央氣,3253,2861
公尺小,3251,219
尺小浪,3251,219
國泰,3249,1389
精神,3244,2280
平島,3243,660
天上午,3243,2872
局部雨,3240,333
恐怖,3233,1547
達億,3232,2541
購物,3232,1448
大型,3230,2479
聯合國,3227,1602
飛彈,3226,939
動能,3226,2492
的產,3217,2557
嘉義,3213,1666
民調,3209,1417
有限,3209,2486
指標,3205,2253
天下午,3205,2803
正常,3204,2321
產生,3203,2643
韓國,3200,1747
發行,3198,1588
的第,3195,2841
台大,3195,1542
新興,3193,1625
約公,3192,1175
多的,3191,2809
順利,3190,2696
黨主,3186,1872
公平,3185,1666
飯店,3184,1419
法規,3174,2269
前的,3171,2924
中小,3167,1787
而是,3163,2819
全年,3162,2162
機器,3162,1104
預測,3161,1985
展現,3155,2637
各國,3154,2363
行政院長,3153,2658
毛利,3152,1654
尺小,3151,203
房屋,3149,1128
性的,3148,2747
並未,3148,2812
分行,3143,985
強化,3141,2438
區的,3139,2617
逐漸,3138,2703
內部,3138,2473
人壽,3129,887
兩岸關係,3129,1471
將會,3126,2721
突破,3125,2573
陣風級以,3119,401
於月日,3116,2659
級陣風級,3114,397
事情,3110,2395
自行,3109,2067
農業,3109,1381
屏東,3107,1762
小組,3103,1832
的高,3099,2730
時表示,3099,2905
草案,3098,1538
示這,3090,2888
午轉,3087,672
機率,3086,2337
陸客,3085,1023
日月光,3074,627
新社,3069,2762
衰退,3068,1769
三大,3067,2284
億元年,3067,1977
轉公,3064,344
與台,3063,2508
大浪多雲,3063,502
力的,3062,2695
夥伴,3060,2176
提案,3055,1601
承諾,3054,2270
他表示,3051,2714
兩岸關,3051,1422
長陳,3050,2650
高至,3046,1007
東北風至,3046,450
岸關係,3044,1420
中信,3038,853
說他,3037,2579
優勢,3036,2405
反彈,3036,1999
浩鼎,3036,705
住民,3033,892
要是,3033,2752
中浪多雲,3033,575
都不,3032,2710
岸關,3029,1409
的發,3029,2616
至陣風級浪高,3029,232
檢討,3028,1974
權證,3020,370
的工,3018,2479
再轉,3016,714
多雲短暫雨,3016,215
起來,3012,2580
控制,3009,2153
台東,3009,1215
先前,3006,2691
亞太,3004,1629
較去年同,3003,1789
事實,3002,2370
音樂,3001,1080
兩個,3000,2569
必要,3000,2481
陰短暫,2999,321
一天,2996,2439
來最,2995,2243
共和黨,2995,1501
年營,2994,2040
政院長,2989,2543
收億元,2988,1864
主題,2987,2052
柯文哲,2986,884
下一,2984,2540
至日,2983,2533
財務,2982,2111
台鐵,2981,735
修法,2977,1486
營收億元,2975,1848
立即,2971,2487
是台灣,2971,2491
譯者中央社,2968,2967
大浪多,2967,490
截至,2963,2558
小浪多雲,2963,439
陰短,2961,315
上周,2961,1984
晨轉,2960,651
中浪多,2960,561
上任,2958,2288
創業,2956,1258
警察,2954,1561
黨主席,2950,1695
動物,2949,1029
內政部,2948,1518
感謝,2946,2128
人在,2945,2627
高中,2944,1464
考慮,2943,2336
登場,2942,2331
柯文,2942,868
表示今,2942,2705
照顧,2941,1629
至年,2940,2391
重點,2938,2457
跌點,2931,1231
最多,2930,2346
美股,2928,1739
百分,2927,1775
較去年同期,2924,1735
創下,2921,2429
行銷,2918,1839
年金,2913,906
文哲,2912,866
中市,2910,1821
願意,2906,2351
級陣,2906,376
大量,2905,2383
至月日,2903,2395
秘書長,2903,1976
宜蘭,2902,1773
獨立,2899,1944
為億元,2898,1703
復興,2897,889
的美,2893,2448
歲的,2892,2280
今天上,2890,2622
者中央社,2889,2888
譯者中央,2888,2887
利亞,2883,1330
知名,2881,2418
當局,2876,2071
北轉,2875,612
化的,2873,2499
者中央,2871,2870
高轉,2870,283
合併營,2867,1555
南市,2865,1822
怎麼,2864,2294
位於,2863,2443
自動,2863,1595
譯者中,2862,2861
經濟成長,2860,1730
大漲,2858,1751
為台灣,2858,2431
季營,2857,1773
和黨,2857,1418
的影,2853,2456
貢獻,2852,2142
論壇,2850,1558
勞動部,2849,1029
市場的,2848,2345
他也,2847,2538
經濟成,2847,1722
月日時,2846,1767
金門,2842,1504
不得,2837,2116
萬美,2836,1500
高鐵,2836,793
的生,2836,2353
小浪多,2836,425
總裁,2834,1971
下午時,2834,2124
是國,2833,2487
者的,2832,2432
市多,2830,603
影片,2830,1432
幅度,2830,2189
比重,2828,1928
中研院,2827,751
容易,2826,2364
副總統,2826,1580
人力,2825,1703
有不,2823,2555
中午,2818,2215
中共,2817,1292
幣萬,2817,2268
時代力量,2817,1302
時表,2814,2632
有助,2813,2406
國軍,2812,1212
民間,2811,1946
限制,2811,2045
補助,2810,1339
美國總,2809,2127
濟成長,2807,1698
國安,2806,1343
年減,2806,1645
臨時,2803,1894
範圍,2802,2271
時也,2801,2629
說我,2799,2393
伊斯,2798,1425
線上,2798,1765
譯者,2797,2790
違反,2793,1947
分享,2793,2111
