token,tf,df,tf-idf
接受,9498,7209,431.9427143577888
計畫,9779,5955,429.8091479964057
法人,7711,4469,427.9359709704957
中央,9188,6880,427.44633210659987
每股,6363,3294,426.53352399223553
最高,8096,6112,423.9302137994185
出席,7694,5497,423.4845743117704
智慧,8617,3582,421.9476665630902
出現,8706,6744,418.44869996706313
股價,6187,3613,415.70235211679596
印度,7822,1820,415.69290609661965
主席,7491,4391,415.45019813069314
昨天,8007,5987,415.31844365887576
機會,9384,7223,414.86250066457677
政治,8869,5274,412.8102833631297
這個,9234,6948,411.4059218045458
香港,7343,2886,410.724863677856
加上,9241,7685,409.83095868355116
新高,6636,3789,408.7999550043406
以上,9127,6784,407.54514668764284
旅客,7067,2726,406.98105238033787
以來,8398,6743,405.7840436668545
已經,8980,7345,405.24910113026345
客戶,7996,4009,405.1493580305706
發現,8040,5753,404.40895770027396
警方,5782,2551,403.4916313776532
技術,8952,4940,401.3425693022716
第一,8684,6629,400.7398549115078
事件,7712,4889,399.1992219994717
方式,9635,7449,398.31939941826533
決定,8507,6396,397.42177982536526
這些,9173,7033,396.1657214777267
不會,8876,6811,395.3431191747691
地震,5472,2002,395.33539695555476
文化,8139,4103,395.0687241009046
電子,7971,4447,394.92232157276055
除了,9553,8153,393.79259899992576
分析,8462,6250,391.32408390273184
推動,9298,6336,390.7301377347276
下跌,6000,3320,389.81206585403703
機場,6404,2405,389.66703673029707
學生,7268,3108,389.30748745985613
可望,7432,5079,388.2625233184199
大家,8070,5427,387.6180590755255
通過,8018,5515,385.19517564038455
網路,7837,4340,383.2114512305958
商品,7370,3503,382.1552087378358
這是,8416,7046,380.8806210166698
同時,8979,7809,379.82072071023526
行動,7801,4663,379.15892042399963
價格,7174,4217,376.34659479384237
處理,7935,5354,376.0337079242105
需要,8921,6901,375.8850225118011
受到,7760,6508,375.3629567562374
民主,7276,4220,374.9235475065847
成為,8867,7367,374.66738933879543
歐洲,6758,3676,372.2722217385448
進入,7852,6182,371.5247761644482
預計,7335,5807,369.5503026356422
組織,7456,4653,369.4597147650772
共同,8263,6181,364.93378544811173
預估,6934,4794,363.8699744152178
必須,8516,6562,363.0401959930768
平均,7810,4424,362.57378242017796
成交,4941,2406,360.7561294542549
消費者,7259,3947,360.385390499055
提升,8117,6065,359.8984908673071
非常,7686,5780,358.9718338541147
另外,8103,7342,358.75872018225243
協助,7449,5426,354.92815540592414
南海,6163,1646,354.64720991211664
人員,6895,4853,354.2524445867984
利率,6055,2628,354.083624094178
日前,7522,6403,353.9210551947501
這次,7382,5682,351.45801613016204
雖然,7852,6872,351.41217739911207
大學,6953,3854,350.62498812476065
方面,7745,5992,348.5168553418256
台北市,6119,3634,347.8563225719287
教育,7054,3723,347.6988301634621
環境,7698,5364,346.579568806192
改革,6779,2868,345.42923708556924
金額,5811,3619,344.127332171158
減少,6696,4608,342.6549766666311
委員會,6792,4717,342.01220882696134
獲利,6130,3811,341.9230070359014
外交部,5600,2439,341.88420637710254
至於,7556,6578,339.9730953759784
有人,6354,4731,339.7626838953821
地方,6966,4626,338.21662786194594
希拉,5015,1233,335.98319647728823
資料,7046,4676,335.7123654890851
所有,7239,5848,335.31628564306277
討論,6979,4972,335.2721951148738
民進,6043,3546,335.2111762566556
不同,7614,5837,334.7330253539844
現場,5661,4142,334.4963980496993
了解,7182,5691,334.4570596750403
此外,7889,7229,334.40337024962736
一步,7466,6344,334.08024488263464
前往,5980,4500,333.87432271513677
投資人,6166,3426,332.18875804196847
正式,6745,5437,331.5874936511138
雷雨,17798,1025,331.3091484897282
面板,5653,1384,331.21822832762973
銷售,6152,3675,329.6162944554765
不能,7238,5347,329.3401448044794
應該,7102,5480,329.01487745207334
成立,7031,4829,328.91435940761005
會議,6322,4033,327.63695547715565
時分,5804,4476,326.9606993146107
開盤,3169,2096,326.64404134057
強調,7414,6387,325.8881760044098
單位,6548,4793,324.90801876647646
當地,6066,4378,324.8949284467224
目標,6974,5153,324.802496083502
設計,6424,3740,324.7275387260335
舉辦,6318,4984,324.17185348651435
人士,6339,4530,323.6740621341649
生活,6788,4459,323.6378467887748
還是,6730,5434,323.4307163482428
還有,6764,5837,323.26913706095314
無法,6965,5649,322.38165877726885
選舉,5495,2864,321.81057134450134
特別,6810,5433,321.5980778204743
申請,6451,3477,321.44525861950615
央行,5230,2211,321.32636955138537
明年,5955,3578,319.86324410705345
參加,5940,4285,318.2478702676795
中華民國,5801,3054,318.20112838183763
情況,6496,5434,317.4131050111502
整體,6688,5189,316.6296550916431
很多,6855,5194,316.05115391729504
不要,6052,4383,311.6239275571107
明天,4988,3203,311.23597965083087
甚至,7039,6016,310.43950479892794
獲得,6561,5254,310.42246213039675
平台,6359,3564,310.37730278155647
表現,5752,4404,307.29523233414716
規定,6541,4355,306.5167737675661
穩定,5989,4501,305.9936710123619
外資,4822,2290,304.09664289134344
台南,4379,2318,303.98384804399075
歷史,5740,3910,303.51415258612974
林全,4364,1852,303.24575725805965
去年同期,4612,2661,302.23110815964526
防部,4660,1859,301.9240409509739
漲點,3109,1307,301.30337612635435
中獎,2536,754,300.38335147104715
國內,6297,4741,300.214181510511
相當,6178,5364,299.33429738288925
系統,6020,3622,298.7786288675189
準備,5630,4444,298.55606787056337
一定,6434,5040,298.48687185898865
過去,6635,5613,296.6468071802626
歐盟,5038,1597,295.70992681053497
桃園,4892,2462,295.529113911024
健康,5572,3198,295.5071900034644
取得,6087,4397,295.0574009809003
年月日,6819,5210,291.8795260819501
內容,6480,5288,290.5090503103779
總經理,5360,3982,290.50171639120356
機構,6107,4134,290.27561098721833
營運,5094,3677,290.2300802662993
女性,4858,2000,290.21009699763965
規模,5173,3725,290.03335108777446
這項,5367,4072,289.79802997872565
收盤,2968,2116,288.64061194904025
建議,5889,4334,288.2546405331237
局部,12554,1603,287.7756725215737
只要,5990,4818,287.30583841966785
年度,5266,3518,286.59920646166756
如何,6217,4915,286.3195933229528
應用,5558,3074,286.1392643858628
解決,6088,4234,285.8154517434654
發布,5985,5181,285.6495258245279
蔡總統,4747,1736,284.57880108184594
工程,5288,2713,284.5155572262247
攻擊,4322,2227,283.9163190148512
狀況,5639,4569,283.70258081962146
擔任,5398,3964,281.629212127002
近期,5381,4365,281.3207625333856
海外,5494,3078,281.1757514711476
主管,5644,3945,281.1194358538762
成功,5772,4424,281.0279997893775
新政府,5079,2953,280.9121272360392
一起,5304,4129,280.61882760917194
召開,5221,4186,280.57711017164945
漲幅,3944,2381,280.42472146034396
交流,5208,2993,280.0283735259685
方案,5506,3358,279.2501570397269
出口,4742,2106,279.21012573469716
氣象局,3875,2305,279.09598027336637
任何,5451,4404,278.4039377626319
北京,4855,2526,278.39620034847457
城市,4956,2567,278.2968665725195
最新,5191,4451,277.7192945904709
上市,4733,2913,277.3914476891723
元年,3709,2437,276.83809270757854
努力,5463,4254,275.75091809123245
醫療,5208,2432,275.30522551579423
和平,5040,2406,274.9368166952077
下半年,4539,2759,274.8511361688879
力量,5049,2936,274.73797320424467
投票,4355,1908,274.54787563520995
股票,4701,2444,274.5150322418876
嚴重,5010,3968,273.35986184403095
越南,4326,1359,273.3532268062408
維持,5056,3989,272.6275086627552
進黨,4546,2957,269.79213750627395
官員,4810,3282,269.5809624052399
教育部,4464,1663,269.4856583911028
只有,5461,4580,269.41287441738126
能力,5757,4223,269.339390669779
繼續,5264,4420,269.216473619197
分別,5296,4512,269.0117336947493
汽車,4321,2103,268.8723602056342
外界,5190,4170,268.80152905779715
總統府,4016,2158,268.66701017764956
這樣,5539,4432,268.3545613152781
印尼,4472,1312,267.7583028773202
規劃,5670,4135,267.533791609384
主委,4351,2787,267.25355701456414
經營,5490,3716,267.2520667268578
旅遊,4726,2309,267.0033203278436
中央社,4320,4045,266.92872773508805
金管會,4656,1859,266.8620087392054
跌幅,3530,2020,266.7688444395383
旗下,4756,3670,266.45204678001113
許多,5504,4770,266.1862311809154
執行,5244,3835,265.9148763793709
積極,5633,4693,265.7310517807773
議題,5373,3848,265.67902285111256
帶動,4805,3844,265.2694495595547
調整,5027,3552,263.4019443399434
抗議,4045,2228,263.325496627166
期間,5180,4222,263.21165761950084
三星,4095,1207,263.0237168676383
看到,4991,3996,262.85508192070364
升息,3800,1721,262.4765613024715
交通部,4204,2042,262.288001614673
當時,5106,3999,262.10338438774784
近年,5400,4550,261.14808284516033
至少,4524,3630,260.84631037405853
公里,3555,2095,259.9296822096214
團隊,4937,3243,259.7783000113778
措施,4922,3507,259.3147034655968
改善,5073,3557,259.2729678083262
晚間,3854,3126,257.82101618742485
專業,5273,3583,257.6879909105363
資訊,5171,3585,257.25981505884084
工業,4344,2681,257.0776557060375
什麼,5075,3802,257.03841160737426
雙方,5067,3484,256.9508390322387
共和,3732,1946,256.7012128925529
電視,4419,2372,256.6812279972762
加入,4900,3498,256.6600781389248
昨日,4498,3345,256.49454439378354
回應,4613,3730,256.25277465264185
醫院,4088,2037,255.6918569119553
只是,5228,4455,254.74002289141234
全國,4656,3346,254.38389140958827
大幅,4902,4102,254.01775905781088
策略,4970,3624,253.8213770381789
業者,4914,3163,253.69356038633808
最低,3652,2718,253.66274116722434
風險,5004,3278,253.49853763960004
統計,4916,4001,252.91758209345429
支付,4802,1734,252.4215131351329
提高,5037,3950,252.24707286247948
協會,4489,2867,252.21429348171327
新台幣,2732,2048,251.8069472702435
標準,4662,3124,251.7182347177445
夏普,3586,780,251.45361430725885
發言人,3989,3320,251.0735082524636
資金,4697,3090,250.66200797578853
上半年,3912,2235,250.42573445901726
公告,3971,2877,249.98759963063512
新聞,4140,3142,249.92828836699576
以下,9138,2967,249.78841023806586
針對,5033,4491,249.71346752225438
邀請,4380,3351,249.68279585945822
不少,4736,3987,249.5540999494673
時代,4493,2711,249.4632306231225
知道,4735,3753,248.83453887351828
新加坡,4229,2026,248.7526443189346
領域,5099,3583,248.61503286303056
吸引,4638,3763,247.92660053344244
紐約,3775,2303,247.67973369693217
網站,4255,3299,247.25394555363755
注意,4320,2926,247.0388518941944
開發,4781,3217,245.8762000842906
一度,3801,3013,245.71433559265165
創新,4906,2877,245.69333592745593
同意,4650,3267,245.0930586638466
說明,4411,3661,244.93746255312684
設備,4410,2690,244.3162871765398
市府,3984,1593,244.1330953338726
學校,4371,2366,243.60295293160556
傳統,4556,3307,243.35940051896029
臉書,3711,2446,243.23542946705487
食品,4022,1749,242.58392547863815
選擇,4894,3801,242.13980026657032
數據,4237,3033,242.03837216137686
每年,4829,3805,241.4043482644549
公尺,9264,1566,241.2587847660456
之一,4682,4202,241.20039822041912
再度,4200,3585,240.8447352120251
匯率,3197,1746,240.3471938837692
附近,3935,3230,240.12207583822664
所以,4825,3974,240.05083104442093
亞洲,4385,2837,239.05818450588953
死亡,3377,2167,238.80335403663537
開放,4389,2900,237.90039941952645
原因,4390,3667,237.29384040126757
全面,4402,3419,236.63711495000177
網友,3330,1557,236.52193648062698
柯文,2996,888,236.42871586846576
第二,4338,3448,236.39277317841967
院長,4087,2424,236.27566403561724
下滑,3736,2552,236.07829073684246
公開,4606,3115,235.77762208843617
自由,4234,2718,235.607689857031
黨團,3905,1763,235.4569104053934
才能,4870,4133,234.8968810751045
團體,4255,2776,233.71062897724246
家庭,4250,2540,233.45154103281368
月底,4334,3301,232.73241353786662
連續,3911,3196,232.24820586606967
功能,4354,2790,232.19014559013831
原本,4397,3799,232.0641382657609
消費,4289,2676,231.36947872058246
洪秀柱,3018,866,231.34977639495992
陣風級,10548,778,231.2935335483696
勞工,4117,1667,230.78634244728778
一年,4247,3318,230.25537548883014
太平,3583,769,230.01042390844336
空間,4426,3347,229.8603806348475
直接,4487,3629,229.84739964550732
中午,2816,2213,229.72867668447418
一直,4485,3873,229.62981592941063
人才,4447,2325,229.60075503461434
利用,4494,3556,228.4260021765599
觀光,3839,1907,228.28599259657534
趨勢,4556,3508,228.22219211484946
重大,4176,3299,227.3095914930659
展望,3696,2821,227.08865544252677
提醒,3935,3174,227.03579672292003
修正,4218,2660,226.28393474258277
溝通,4274,2787,225.9038395560502
首度,3884,3210,225.10074218070113
壓力,4180,3102,224.8874392352123
公投,3326,1462,224.84159194279474
正在,3871,3362,224.34949484046385
尤其,4389,3953,224.29994044821223
投入,4375,3325,223.93089099447522
北部,4321,1954,223.85912166284032
協議,3821,2131,223.21738672490707
配合,4151,3420,223.04012894377504
過程,4459,3636,222.8492790607611
因應,4161,3443,222.8381947079188
法律,4283,2859,222.67354170453473
一次,4235,3454,222.66174607323484
各地,3616,2664,222.396377677944
遊戲,3478,1377,222.31418226657422
符合,4405,3559,221.84170184704536
引發,3940,3497,221.59946432590533
歐巴馬,3152,1211,221.57259875151044
國會,3658,2097,220.96678339725054
整合,4376,2888,220.3966118729959
因素,4089,3340,219.82800703885553
爭議,4062,2840,219.5791484074587
上海,3379,1746,219.12424391813514
高雄,3720,2296,218.41548611889436
轉型,4017,2251,218.17558129068544
但是,4200,3510,218.10334961742043
研發,4177,2554,218.0733123251005
成本,4226,2945,217.62676742052724
晶片,3257,1321,217.612105744163
青年,3537,1588,216.16312430180184
基礎,4423,3351,216.04336852731458
結束,3562,3048,215.96895109249363
法國,3091,1590,215.94132294110977
天氣,3532,2101,215.7512704059734
價值,4251,3058,215.67412398717607
參與,4145,3204,215.4672004373124
避免,4104,3379,215.15102090909633
高雄市,3392,2113,214.54270887924622
競爭,4131,3005,214.14202610894077
呼籲,3855,3123,213.37961027216141
生產,3667,2556,213.2238621040497
布局,3934,2699,213.08205286860078
貿易,3655,2036,212.77585099479893
關注,3918,3425,212.3196253791456
程序,4017,2806,212.05032948751463
現在,4038,3547,211.92156183256267
機關,4150,2814,211.3854766138787
風級,12568,691,211.26837796789675
資源,4340,3147,211.06310469504982
交通,3641,2299,210.96963330094917
期待,3985,3174,210.90162676991724
不斷,3977,3413,210.83325782193504
協商,3757,2077,210.5329099739806
完全,3986,3243,210.51060201513116
電腦,3447,2125,210.4072472721054
一般,4208,3451,209.97330874466323
受惠,3304,2554,209.51479984123844
尊重,3613,2546,209.3239445611852
一名,3081,2407,209.10223649059765
實施,3725,2588,208.94070517676175
首次,3600,3033,208.92955786472015
經驗,4158,3273,208.78084837924197
審查,3746,2198,208.64832754643515
考量,4003,3272,208.58652674903541
重新,3849,3030,208.34175341597143
擁有,4021,3395,208.20607147505828
外交,3548,2061,207.97159564947776
建立,4392,3406,207.7068609963195
改變,4077,3201,207.17875383661118
執行長,3446,2741,206.63925599928723
消息,3159,2581,206.59683012483694
土地,3737,1885,206.52709060090632
左右,3309,2919,206.52433825523516
此次,3894,3113,206.2197660411165
工會,3058,1009,206.19294246377305
正常,3127,2301,206.1082035044708
保險,3738,1446,205.68803558332118
孩子,3498,1433,204.9966918468526
中研院,2939,814,204.85586174244193
之前,3787,3419,204.75284673268007
官方,3426,2533,204.73614698758033
挑戰,3725,2891,204.71917686360524
族群,3494,2316,204.65118059013352
導致,3647,3212,204.35507199961162
之間,3536,2671,204.3216115255621
能源,3367,1755,204.2191057496533
看好,3385,2563,204.10874707579137
包含,3861,3365,203.7708021189842
關鍵,4104,3208,203.6872806947863
不到,3682,3146,203.67361357264954
法新社,2665,2401,203.17705750419725
外匯,2029,1314,202.88446669830083
降低,3892,3172,202.8183581551148
確定,3387,2861,202.76369517778875
早盤,2206,1588,202.64339036235148
主任,3379,2733,201.43163969399552
聲明,3173,2239,201.1159586082031
隨著,3676,3281,200.91925034373145
實際,3266,2889,200.71351422068287
全年,3044,2090,200.48805893947315
經濟部,3400,1943,200.4386336391647
今天上午,2660,2406,200.12594888874565
透露,3461,2967,199.89710979760653
安排,3424,2639,199.6647829666403
影片,2856,1433,198.7847171918611
油價,2634,1428,198.69337203139997
專家,3592,2691,198.56969963075719
理事,3311,2391,198.47009997650505
意見,3637,2812,198.0841753768789
仲裁,3244,918,198.05459029847506
收購,3307,1321,197.92912242530596
制度,3812,2370,197.90096899803876
事業,3524,2337,197.8728981223569
作業,3512,2429,197.68537588323838
辦理,3633,2601,197.66488133126586
至今,3548,3169,197.25497490023517
反彈,2891,1949,196.86892618133314
一些,3604,3007,196.83530480579503
這種,3472,2834,196.83209772072382
航班,2727,1178,196.6797054604502
行政,3626,2403,196.48199728182593
信心,3269,2424,196.0208074530671
衰退,3060,1770,195.930638714491
公室,3091,2137,195.91485211753874
北韓,2377,749,195.76954075371773
土耳其,2396,724,195.74076162194075
有關,3541,3087,195.52987108023314
明顯,3538,3045,195.50655618548154
打造,3589,2676,195.4984505954837
號碼,1555,786,195.43956857320492
清楚,3388,2760,195.3140491065984
選人,2737,1800,195.01922192977085
意外,2992,2130,194.99060994520963
人數,3191,2234,194.22389008132626
貨幣,3036,1731,193.9754600076631
提到,3556,2885,193.85102565681154
權益,3632,2633,193.66728467233565
業績,2857,1991,193.4613966935374
退休,3207,1389,193.42556954771334
全台,3159,2353,193.1463281815819
紀錄,2948,2216,193.0192884673067
南部,3644,2119,192.8745129271772
基本,3468,2372,192.82667651206197
營業,2889,1724,192.53594667010498
最近,3317,2943,192.53200345264833
截至,2978,2572,192.471673434499
保障,3799,2409,192.3219128945949
數位,3518,1724,192.20431866968053
啟動,3329,2662,192.20429360658355
方向,3648,2962,191.90089106320522
作品,2757,1216,191.65848969367377
今天下午,2561,2285,191.57069492137288
立場,3425,2498,191.38257270158746
評估,3499,2569,191.26304965754653
財報,2533,1676,190.8277610250247
傳出,2922,2495,190.5146242312125
小時,3176,2363,190.1912185173967
模式,3756,2681,189.99714219849596
譯者,2461,2458,189.94501467104874
聯盟,3005,1950,189.8418342172802
預測,2792,1872,189.7672233681853
月光,3119,672,189.7441582752378
大型,3329,2586,189.72475954169204
秘書長,2952,2034,189.52832353810885
教授,3286,2203,188.949110036679
今晚,2122,1730,188.90465670532166
專案,3267,2128,188.87671509094136
加強,3351,2676,188.84667303906897
年底,3331,2549,188.60115809149443
分行,3050,921,188.4249279281912
就業,3045,1758,188.3433467667251
房屋,3187,1157,187.96122115789078
自行,3088,2048,187.896719141058
利益,3260,2200,187.66228381163043
提案,3118,1656,187.32752287337695
不僅,3658,3318,187.2487284805717
有效,4244,3744,187.11929381047952
毛利率,2548,1458,186.87855237460477
大雨,1986,989,186.562637564995
尚未,3083,2749,186.3432408367916
巴西,2618,772,186.29251325642247
機率,2936,2246,186.14848525712316
兩岸關,3081,1459,185.9836788931932
建設,3292,2146,185.96447386196388
原油,2349,909,185.6106589998521
中信,3011,843,185.12644940906276
受訪,3014,2691,185.0013323224634
人事,2854,1678,184.9844866603068
事情,3254,2504,184.92347136849833
機制,3592,2508,184.84329770604776
區域,3311,2463,184.6463494089447
財政部,2913,1300,184.38206387264427
運動,3018,1690,184.36434316226826
機器,2925,1070,184.20612892185963
草案,3114,1549,184.0717673991022
決議,2963,2084,184.03773628758634
例如,3806,3273,183.97970977094351
陸續,3179,2839,183.62859383221746
市長,2694,1812,183.5137860548003
快速,3479,2828,183.44772056089087
部長,2857,2135,183.3654060336499
證券,2701,1761,183.32186943484328
照片,2471,1439,183.23704970700032
萬人,2901,1959,182.46335941984884
經過,3230,2934,182.31367285133848
分享,3112,2362,182.21516307289284
成交量,2410,1686,182.11226033804365
先前,3048,2729,181.93753193322226
相信,3327,2780,181.78322011976928
一樣,3348,2903,181.69753174830436
司法,3057,1583,181.5171322112385
新北市,2735,1800,181.43078578757496
條例,3064,1545,181.31696488302762
告訴,2833,2394,181.28157296571504
南韓,2395,1285,181.0588227024416
台積,2417,1212,180.93618201558428
立法,3045,2159,180.63040100164412
體驗,3013,1882,180.393326941904
而且,3341,2933,179.68701404238692
採取,3186,2694,179.48278823625643
收入,2967,1742,179.30288877709566
系列,2636,1669,179.0928604650508
男子,2138,1139,178.8470589029189
飛彈,2387,779,178.60734371847076
藝術,2698,1233,178.5044212398536
川普,2435,1270,178.49048370946105
取消,2650,1564,178.46952508346982
鼓勵,3348,2625,178.45686701809296
多元,3351,2550,178.42983725107743
能夠,3396,2814,178.37351007351126
台大,2735,1362,178.3020966132494
裝置,3000,1853,178.20064257767027
年前,2963,2485,178.14815772898865
立即,2954,2473,178.06978935611417
已有,3205,2953,177.15964242668466
損失,2809,1679,177.13227124782568
共識,3153,1773,176.94749430917662
台南市,2288,1365,176.85032992290851
上任,2969,2293,176.67744136251835
結合,3362,2532,176.4961135497837
現金,2571,1642,176.15052770662007
優惠,2800,1678,175.7322674920124
具有,3350,2917,175.4861902571362
基地,2684,1474,174.73835522570815
引述,2601,2211,174.36087090725238
當局,2567,1903,173.67131566865532
條件,3252,2494,173.64925758190233
資產,3067,1912,173.5353316489901
元月,1885,1359,173.3993821306665
保護,3025,2288,173.1413659484934
突破,2902,2397,172.85455447254213
治療,2769,1338,172.676352567019
公共,3016,1964,172.66807544628637
登場,2555,2081,172.63581885299672
行程,2633,1771,172.43656968627175
多年,3178,2835,172.4062510088431
身分,2780,1978,171.79845465883682
彰化,2672,1443,171.6044786230706
原則,3217,2389,171.43339369048684
警察,2355,1240,171.00409765760887
發表,2744,2354,170.8532818705575
總統候,2224,1515,170.29531547528237
受傷,2018,1494,170.28252857053272
有些,2962,2426,170.1563419802996
考慮,2902,2345,169.74595193517084
訓練,2787,1677,169.06546311682234
作為,3185,2829,168.7773218450611
公平,2994,1637,168.74156846382326
出貨,2404,1486,168.66184165705914
凌晨,2190,1686,168.32924854884658
大會,2529,1683,168.30978445940596
大選,2436,1781,167.74156857385682
法院,2532,1482,167.60639143554687
新竹,2632,1754,167.44238766995386
總裁,2580,1887,167.39706351584414
朋友,2699,1930,167.27081967488795
柯林,2244,938,167.13062311467985
股東,2651,1609,167.0586610672712
升值,2079,1172,166.9927704333886
人口,2918,1737,166.72465246718463
掌握,2989,2391,166.2224896805378
脫歐,2406,1203,166.19036733523
逐漸,2910,2530,166.16952190746352
進口,2677,1378,166.1374326308479
商機,2860,2000,165.54997321967383
提名,2439,1079,165.41447538724765
怎麼,2823,2296,165.2191085317962
水準,2688,2244,165.20281112405385
比重,2800,1911,164.8817032875607
大量,2844,2330,164.8234754581082
聯合國,2557,1386,164.72265557827387
態度,2938,2421,164.57526683575725
擔心,2838,2440,164.46582218988175
稅後純益,1833,913,164.44300499577253
走勢,2379,1805,164.29487567791932
聯合,2623,1947,163.98832237518127
衝擊,2787,2296,163.96621901040538
有助,2887,2478,163.92609247687042
高中,2498,1269,163.9187167751644
面臨,2984,2596,163.56925915721726
農業,2580,1217,163.18764440728668
創下,2432,2082,163.12846237443992
近日,2587,2281,162.99978983179923
即將,2569,2389,162.9727541513005
菲律賓,2415,1266,162.95084354681046
真的,2711,2242,162.78376145146382
或是,3063,2665,162.59936897580565
恐怖,2268,1267,162.39665911501325
重點,2978,2539,162.25127864860852
精神,2807,2126,162.12109614613573
引起,2710,2406,161.93053742293682
廠商,2769,1962,161.89949230438958
論壇,2396,1397,161.85612208711768
預算,2730,1508,161.83603883718857
晴天,3334,263,161.76286463752524
巴黎,2308,1249,161.6911144749728
權證,2391,343,161.68763391463426
創造,3063,2481,161.6576990073589
百分,2413,1359,161.63260539033845
高達,2963,2545,161.4394002769639
指標,2668,1891,161.30687695379902
感謝,2481,1863,161.22533195024994
泰國,2204,892,161.21623567779648
限制,2921,2123,161.1944484792965
短期,2674,2059,161.1379945188774
控制,2700,1995,160.381055821332
股利,1950,962,160.2398106313297
將會,2710,2404,160.14054402587033
分鐘,2344,1695,160.13583077121666
